19.479,2.192,-69.075
-9.046,-10.998,-70.270

37.239,-1.596,-12.457
-17.748,-20.612,-8.141

22.242,1.479,-45.883
-14.400,-7.899,-43.798

21.736,12.776,-28.759
-4.757,-29.114,-46.612

38.471,5.027,-8.035
-21.774,-16.646,-3.440

28.866,11.954,-21.839
11.288,-24.351,-13.671

6.593,18.567,-22.532
6.359,-22.041,-34.017

20.171,2.734,-59.497
-10.801,-14.301,-60.217

